-3.97779,9.30107,0.00359,2518,0
-1.9464,8.0322,0.04549,3020,0
1.21141,10.13183,0.98158,3518,0
1.24134,12.06027,0.73619,4018,0
0.15442,9.48662,1.28084,4518,0
-0.01796,9.92593,1.44364,5019,0
0.71584,9.01737,1.28922,5518,0
1.00672,9.4507,1.44604,6019,0
0.21547,10.78781,0.84991,6519,0
0.19632,9.63864,0.26934,7018,0
-0.31842,9.64942,0.4453,7518,0
-0.40101,9.82059,0.30166,8019,0
-0.36869,9.68533,-0.03831,8519,0
-0.34834,9.80503,0.27293,9018,0
-0.32081,9.82299,0.33039,9517,0
-0.45368,9.70807,0.17597,10017,0
-0.55543,9.70568,0.29926,10519,0
-0.38784,9.7368,0.14245,11019,0
-0.3244,9.72722,0.14005,11518,0
-0.35911,9.79665,0.08858,12018,0
-0.26455,9.80623,-0.06943,12519,0
-0.5255,9.76074,0.09576,13017,0
-0.49917,9.6973,0.04549,13519,0
-0.47523,9.71406,-0.08379,14019,0
-0.47044,9.74638,-0.11851,14519,0
-0.42735,9.72603,-0.14365,15018,0
-0.40939,9.74997,-0.11851,15518,0
-0.46924,9.87087,-0.05985,16019,0
0.28609,9.70927,2.33664,16519,0
-4.14778,7.89215,1.94042,17018,0
-4.78939,8.73487,0.68591,17518,0
-1.00792,9.73082,2.87052,18019,0
2.40966,9.06286,0.78287,18519,0
1.19944,9.167,1.04143,19018,0
0.65598,9.81461,1.34189,19518,0
0.60571,9.58837,1.36942,20019,0
0.6907,9.63026,1.02228,20518,0
0.76372,9.6961,0.87504,21019,0
0.59374,9.738,0.94806,21519,0
0.67753,9.6949,0.893,22018,0
0.84033,9.63385,0.75534,22520,0
0.72302,9.70209,0.76252,23018,0
0.59733,9.64822,0.79963,23518,0
0.70506,9.72483,0.8104,24020,0
0.60092,9.76553,0.77329,24519,0
0.65598,9.6566,0.62366,25019,0
0.5698,9.62667,0.63922,25519,0
0.50994,9.68772,0.62965,26018,0
0.70027,9.8194,0.45248,26519,0
0.66077,9.71406,0.53269,27019,0
0.65239,9.73919,0.55902,27518,0
0.6093,9.70328,0.6105,28020,0
0.56381,9.69849,0.56381,28519,0
0.65239,9.69131,0.59852,29018,0
0.59493,9.71047,0.60571,29518,0
0.60212,9.63026,0.63922,30019,0
1.26289,9.75236,0.20589,30519,0
1.48913,11.20319,1.84346,31018,0
-1.44125,8.30872,3.03213,31519,0
-4.10588,8.70016,1.56694,32019,0
-4.84805,8.52778,1.48913,32519,0
0.55543,2.76518,3.2847,33018,0
0.14963,12.32841,0.22983,33519,0
0.56022,9.92833,1.06657,34019,0
0.53508,9.71645,1.46399,34519,0
0.94447,9.59674,1.08572,35018,0
1.10248,9.83855,0.82716,35518,0
1.07734,9.62428,0.90377,36019,0
1.03186,9.59794,0.90018,36519,0
1.12642,9.56323,0.90138,37019,0
1.14318,9.6542,0.87025,37519,0
0.99834,9.72363,0.7697,38018,0
0.98038,9.6542,0.83674,38519,0
0.99475,9.61231,0.79005,39018,0
1.1755,9.68652,0.66556,39517,0
0.99116,9.59435,0.81399,40019,0
1.04622,9.67216,0.79005,40519,0
1.01031,9.53929,0.77329,41018,0
0.99834,9.67216,0.63204,41519,0
0.89659,9.74997,0.63085,42017,0
0.86188,9.63146,0.6093,42518,0
0.83075,9.75715,0.62965,43019,0
0.75773,9.70687,0.5255,43519,0
0.90856,9.67695,0.53867,44018,0
0.95046,9.66737,0.58296,44518,0
0.91933,9.6554,0.58655,45018,0
0.92053,9.82059,0.50875,45519,0
0.81519,10.26111,0.90617,46017,0
0.61289,9.43754,2.84539,46518,0
-3.244,9.00421,1.28563,47018,0
-4.36684,8.59601,2.00985,47519,0
1.27366,8.64749,4.51886,48018,0
1.29401,10.9554,2.40368,48519,0
0.60451,9.33579,1.54419,49019,0
0.91814,9.63505,1.39815,49519,0
0.84033,9.51894,1.38259,50019,0
0.8918,9.66498,1.29162,50519,0
0.87744,9.61111,1.29042,51019,0
0.94447,9.58837,1.28443,51518,0
0.98996,9.70448,1.18149,52019,0
0.94926,9.58956,1.1755,52519,0
1.06897,9.63864,1.08931,53019,0
0.85828,9.62428,1.27486,53518,0
0.80681,9.61111,1.15635,54019,0
0.8906,9.64582,1.0965,54518,0
0.88103,9.60991,1.10607,55019,0
0.77329,9.61829,1.17431,55518,0
0.82357,9.62547,1.08931,56018,0
0.86068,9.65181,1.12403,56519,0
0.79723,9.62787,1.12882,57019,0
0.75893,9.66139,1.06059,57518,0
0.78526,9.61949,1.00911,58019,0
0.70506,9.61949,1.06896,58519,0
0.69788,9.67814,1.04862,59017,0
0.76252,9.64104,0.91814,59519,0
0.76731,9.68772,0.98757,60018,0
0.78167,9.69012,0.9337,60519,0
0.70506,9.6578,1.00911,61018,0
0.75414,9.64822,1.01749,61519,0
1.33112,13.43209,0.58536,62018,0
-4.4638,6.07862,1.91887,62518,0
-4.46739,8.60679,1.76804,63019,0
-4.20763,8.62115,1.87697,63519,0
-0.84033,9.03054,2.88489,64018,0
0.6476,9.42557,2.65386,64519,0
1.1372,9.9379,1.93443,65017,0
0.64521,9.39804,2.3522,65518,0
0.47882,9.59794,0.51114,66019,0
-0.01796,9.66378,0.48481,66519,0
